# Languages
System.LanguagesName.EN:				영어
NamedMobs.Apocalypse.FeatPower:                 아포칼립스가 말합니다. '그 위업 뒤에 어떤 힘이 있었는지 궁금하지 않을 수 없다. 내 운명의 전조들은 결코 하찮은 적이 아니었으니.'
NamedMobs.Apocalypse.PriceForActions:                 아포칼립스가 말합니다. '하지만 이 모든 일 속에서 너희는 행동의 대가라는 사소한 문제를 간과한 듯하군. 나는 복수심 많은 존재는 아니니 오해하지 말라. 좋은 전조들은 구하기 어렵다. 그리고 너희 덕분에 그들을 대체해야 하게 되었지.'
NamedMobs.ScurceolHyrde.Overpowered:                 {0}은(는) 압도적인 힘으로 보호받아 어떤 피해도 받지 않습니다.
NamedMobs.GiantLemer.GreatGrowl:                 숲을 가로질러 거대한 으르렁거림이 울려 퍼집니다.
NamedMobs.Hakr.Touchdown:                 아이스로드 하크르가 말합니다. '{0}, 착지 성공! 정말 멋진 표현이군!'
NamedMobs.Hakr.MagicBarrierFades:                 아이스로드 하크르를 감싸던 마법 장벽이 사라집니다!
NamedMobs.Agmundr.TerribleDeath:                 여기까지 와 놓고... 끔찍한 죽음과 마주하게 되다니!
NamedMobs.Agmundr.SeerWarning:                 내 예언자가 네가 올 거라 말해 주었다, {0}! 위협도 되지 않는 놈이라 지원군은 부르지 않았다!
NamedMobs.FallingIce.ImmuneToDamage:                 {0}은(는) 어떤 피해도 받지 않습니다!
NamedMobs.FallingIce.SlamsHead:                 동굴에 섬뜩한 균열음이 메아리칩니다! 떨어지는 얼음이 {0}의 머리를 강타합니다!
NamedMobs.Fornfrusenen.DeathFade:                 {0}의 눈에서 서릿빛 광채가 갑자기 꺼집니다. {0}의 형체가 천천히 얼음 속으로 사라지고, 파편들은 육신의 흔적 하나 남기지 않은 채 빠르게 증발합니다!
NamedMobs.Fornfrusenen.ImmuneToDamage:                 {0}은(는) 당신의 피해에 면역입니다!
NamedMobs.Fornfrusenen.Awakens:                 {0}이(가) 평온한 잠에서 깨어나 얼음 벽에서 모습을 드러내며 쉭쉭거립니다. "네 이름을 안다, {1}. 주위를 잘 둘러봐라! 이 얼음 속이 네가 영원히 묻힐 무덤이 될 것이다! 하하하하하!"
NamedMobs.Torst.WingEddies:                 {0}의 강력한 날개가 소용돌이치는 기류를 일으켜, 그 뒤에 휘말린 자들을 얼려 버리려 합니다!
NamedMobs.Hurika.GustLaunches:                 후리카의 날개가 일으킨 강력한 돌풍이 {0}을(를) 공중으로 날려 보냅니다!
NamedMobs.QueenKula.ImmuneToDamage:                 {0}은(는) 어떤 피해도 받지 않습니다!
NamedMobs.QueenKula.DamageHeals:                 당신의 피해가 퀸 쿨라를 치유하고 있습니다!
NamedMobs.QueenKula.KingRage:                 퀸 쿨라가 쓰러지자 킹 투스카르가 분노로 비명을 지르며 더 큰 힘을 끌어모읍니다!
NamedMobs.QueenKula.GuardianTaunt:                 퀸 쿨라가 사악하게 웃습니다. '그래, 내 흐림투르사 수호자들을 모두 지나왔구나! 쓸모없고 오만한 것들 같으니! 오래전부터 너희에게 가르쳐 주고 싶었던 것을 보여 주겠다. 죽음을 두려워하지 않는 무자비한 자만이 이 잔혹한 세상에서 살아남는다! 나는 무자비하며 죽음도 두렵지 않다!'
NamedMobs.KingTuscar.ImmuneToDamage:                 {0}은(는) 어떤 피해도 받지 않습니다!
NamedMobs.KingTuscar.DamageHeals:                 당신의 피해가 킹 투스카르를 치유하고 있습니다!
NamedMobs.KingTuscar.WeaponTaunt:                 킹 투스카르가 무기를 치켜들고 외칩니다. '쿨라는 내가 만든 최고의 무기를 들고 있다! 나를 위해 벼린 무기도 전투에서는 그에 못지않지! 이 두 무기 앞에서 죽음은 순식간에 찾아온다!'
NamedMobs.KingTuscar.OdinRage:                 킹 투스카르가 격노하며 오딘의 힘을 얻습니다!
NamedMobs.Nosdoden.DeathAnnounce1:                 {0}이(가) 비틀거리며 땅에 쓰러지자 발밑의 대지가 흔들립니다.
NamedMobs.Nosdoden.DeathAnnounce2:                 {0}의 둥지였던 둔덕 위에 빛나는 광채가 맺히기 시작합니다.
NamedMobs.Nosdoden.LifeEssenceToSpirit:                 {0}의 생명의 정수가 영혼으로 변했습니다.
NamedMobs.Nosdoden.StartsVoidMagic:                 {0}이(가) {1}을(를) 향해 공허 마법을 시전하기 시작합니다.
NamedMobs.Nosdoden.LifeEssenceReturned:                 생명의 정수가 {0}에게 돌아갔습니다.

# GM/admin command messages
AdminCommands.Reload.Header:                 \n  ===== [[[ Reload 명령어 ]]] ===== \n
AdminCommands.Reload.Description:            지정한 요소를 다시 불러옵니다.
AdminCommands.Reload.Usage.Mob:              /reload mob ' 지역의 모든 몹을 다시 불러옵니다.
AdminCommands.Reload.Usage.MobRealm:         /reload mob ' realm <0/1/2/3>' 지역에서 지정한 렐름의 모든 몹을 다시 불러옵니다.
AdminCommands.Reload.Usage.MobName:          /reload mob ' name <name_you_want>' 지역에서 지정한 이름의 모든 몹을 다시 불러옵니다.
AdminCommands.Reload.Usage.MobModel:         /reload mob ' model <model_ID>' 지역에서 지정한 모델의 모든 몹을 다시 불러옵니다.
AdminCommands.Reload.Usage.Object:           /reload object ' 지역의 모든 고정 오브젝트를 다시 불러옵니다.
AdminCommands.Reload.Usage.ObjectRealm:      /reload object ' realm <0/1/2/3>' 지역에서 지정한 렐름의 모든 고정 오브젝트를 다시 불러옵니다.
AdminCommands.Reload.Usage.ObjectName:       /reload object ' name <name_you_want>' 지역에서 지정한 이름의 모든 고정 오브젝트를 다시 불러옵니다.
AdminCommands.Reload.Usage.ObjectModel:      /reload object ' model <model_ID>' 지역에서 지정한 모델의 모든 고정 오브젝트를 다시 불러옵니다.
AdminCommands.Reload.Usage.Realm:            \n /reload <object/mob> realm <0/1/2/3>' 지역에서 지정한 렐름의 모든 요소를 다시 불러옵니다.
AdminCommands.Reload.Usage.RealmValues:      0/1/2/3 또는 n/a/m/h 또는 no/alb/mid/hib 등을 사용할 수 있습니다.
AdminCommands.Reload.Usage.Name:             \n /reload <object/mob>  name <name_you_want>' 지역에서 지정한 이름의 모든 요소를 다시 불러옵니다.
AdminCommands.Reload.Usage.Model:            \n /reload <object/mob>  model <model_ID>' 지역에서 지정한 model_ID의 모든 요소를 다시 불러옵니다.
AdminCommands.Reload.Usage.Specs:            /reload specs - 모든 전문화를 다시 불러옵니다.
AdminCommands.Reload.Usage.Spells:           /reload spells - 주문과 주문 라인을 다시 불러오고, 변경되거나 새로 추가된 주문을 DB에서 확인합니다.
AdminCommands.Reload.Usage.Teleports:        /reload teleports - 모든 텔레포트 위치를 다시 불러옵니다
AdminCommands.Reload.Usage.NPCTemplates:     /reload npctemplates - 모든 NPC 템플릿을 다시 불러옵니다
AdminCommands.Reload.SpellsReloaded:         주문과 주문 라인을 다시 불러왔습니다
AdminCommands.Reload.SpecializationsLoaded:  전문화 {0}개를 불러왔습니다.
AdminCommands.Reload.TeleportsReloaded:      텔레포트 위치를 다시 불러왔습니다.
AdminCommands.Reload.NPCTemplatesReloaded:   NPC 템플릿을 다시 불러왔습니다.
AdminCommands.Reload.DoorsReloaded:          문을 다시 불러왔습니다.
AdminCommands.Reload.ReloadingMobs:          몹을 다시 불러오는 중:  {0}, {1} ...
AdminCommands.Reload.MobsReloaded:           몹 {0}개를 다시 불러왔습니다!
AdminCommands.KeepDoorTeleport.MustSpecifyString: NPC에게 귓속말할 텔레포트 문자열을 지정해야 합니다.
AdminCommands.KeepDoorTeleport.ValidStrings: 사용할 수 있는 문자열은 "enter"와 "exit"입니다
AdminCommands.KeepDoorTeleport.MustSpecifyType: 텔레포트 타입을 지정해야 합니다
AdminCommands.KeepDoorTeleport.ValidTypes:   사용할 수 있는 타입은 "in"과 "out"입니다
AdminCommands.KeepDoorTeleport.NeedKeepArea: 성 영역 안에 있어야 합니다.
AdminCommands.KeepDoorTeleport.AlreadyExists: 같은 매개변수를 가진 텔레포트 ID가 이미 존재합니다!
AdminCommands.KeepDoorTeleport.Added:        KeepDoor 텔레포트 ID [{0}]을(를) 성공적으로 추가했습니다.
GMCommands.Blink.Start:                      UI 파트 깜빡임 시작: {0}
GMCommands.Blink.MustSpecifyValue:           값을 지정해야 합니다!\nID: 이름
GMCommands.ClearInventory.Cleared:           인벤토리를 비웠습니다
GMCommands.Door.AddDialogDisabled:           더 이상 문 추가 대화창이 표시되지 않습니다.
GMCommands.Door.AddDialogEnabled:            문이 DB에서 발견되지 않으면 문 추가 대화창이 표시됩니다.
GMCommands.Door.CantAddInInstance:           인스턴스 안에서는 문을 추가할 수 없습니다.
GMCommands.Door.MustTargetDoor:              문을 대상으로 지정해야 합니다
GMCommands.Door.AlreadyInDatabase:           문이 이미 데이터베이스에 있습니다
GMCommands.Door.AddedDoorId:                 문 ID:{0}을(를) 데이터베이스에 추가했습니다
GMCommands.Door.AddedDoor:                   문 {0}을(를) 데이터베이스에 추가했습니다
GMCommands.Door.Removed:                     문을 제거했습니다
GMCommands.Door.NotInDatabase:               이 문은 데이터베이스에 존재하지 않았습니다
GMCommands.Door.NameChanged:                 문 이름을 {0}(으)로 변경했습니다
GMCommands.Door.SoundSet:                    문 사운드를 {0}(으)로 설정했습니다
GMCommands.Door.GuildChanged:                문 길드를 {0}(으)로 변경했습니다
GMCommands.Door.GuildRemoved:                문 길드를 제거했습니다
GMCommands.Door.LevelChanged:                문 레벨을 {0}(으)로 변경했습니다
GMCommands.Door.RealmChanged:                문 렐름을 {0}(으)로 변경했습니다
GMCommands.Door.HealthChanged:               문 내구도를 {0}(으)로 변경했습니다
GMCommands.Door.IsLocked:                    문 {0}이(가) 잠겼습니다
GMCommands.Door.IsUnlocked:                  문 {0}이(가) 잠금 해제되었습니다
GMCommands.Door.HealthReachedZero:           문 {0}의 내구도가 0이 되었습니다
GMCommands.Door.NameTooLong:                 문 이름은 47바이트보다 길 수 없습니다
GMCommands.Door.GuildNameTooLong:            길드 이름은 {0}바이트이지만 47바이트까지만 표시됩니다
GMCommands.Door.Info.WindowTitle:            문 정보
GMCommands.Door.Info.DoorInfo:               + 문 정보 :  {0}
GMCommands.Door.Info.Name:                   + 이름 : {0}
GMCommands.Door.Info.ID:                     + ID : {0}
GMCommands.Door.Info.Realm:                  + 렐름 : {0} : {1}
GMCommands.Door.Info.Level:                  + 레벨 : {0}
GMCommands.Door.Info.Guild:                  + 길드 : {0}
GMCommands.Door.Info.Health:                 + 내구도 : {0} / {1}
GMCommands.Door.Info.Status:                 + 상태 : {0}
GMCommands.Door.Info.Type:                   + 타입 : {0}
GMCommands.Door.Info.X:                      + X : {0}
GMCommands.Door.Info.Y:                      + Y : {0}
GMCommands.Door.Info.Z:                      + Z : {0}
GMCommands.Door.Info.Heading:                + 방향 : {0}
GMCommands.Instance.CurrentKey:              현재 인스턴스 키는 {0}입니다
GMCommands.Instance.MustAssignKey:           먼저 /instance key <ID>로 작업할 인스턴스를 지정해야 합니다.
GMCommands.Instance.KeySet:                  인스턴스 키를 {0}(으)로 설정했습니다
GMCommands.Instance.ElementCreated:          여기에 요소를 생성했습니다! 지금은 직접 기억해 두세요. 표시해 줄 다른 방법이 없습니다 ^^
GMCommands.Instance.InvokingMarker:          theType이 ClassType으로 보입니다. 이 클래스의 마커 생성을 시도합니다.
GMCommands.Instance.ObjectNotAdded:          오류: 오브젝트가 월드에 올바르게 추가되지 않았습니다!
GMCommands.Instance.ObjectAdded:             오브젝트를 추가했습니다!
GMCommands.Instance.AddObjectException:      오브젝트 추가 중 예외가 발생했습니다. 서버 오류 로그를 확인하세요! 예외: {0}
GMCommands.Instance.EntryNotFound:           데이터베이스에서 항목을 찾을 수 없습니다! <key={0}>
GMCommands.Instance.ObjectRemoved:           오브젝트를 제거했습니다!
GMCommands.Instance.AlreadyInInstance:       이미 인스턴스 안에 있습니다. 나가려면 /instance exit를 사용하세요.
GMCommands.Instance.NeedSkinId:              스킨 ID를 입력해야 합니다. 스킨은 이 인스턴스가 따라 할 지역의 ID입니다.
GMCommands.Instance.AlreadyCreated:          이미 인스턴스 '{0}'이(가) 생성되어 있습니다. 새로 만들기 전에 닫아 주세요.
GMCommands.Instance.CreationFailed:          인스턴스 생성에 실패했습니다.
GMCommands.Instance.CreatedLoading:          인스턴스를 생성했습니다. 이제 DB에서 인스턴스 '{0}'의 요소를 불러옵니다.
GMCommands.Instance.CantFindDelete:          삭제할 인스턴스를 찾을 수 없습니다.
GMCommands.Instance.Closed:                  인스턴스를 닫았습니다.
GMCommands.Instance.CloseWhenEmpty:          모든 플레이어가 떠나면 인스턴스가 닫힙니다.
GMCommands.Instance.CantFindTest:            테스트할 인스턴스를 찾을 수 없습니다. 먼저 하나를 생성해야 합니다.
GMCommands.Instance.EntranceMoveFailed:      입구로 MoveTo가 실패했습니다. 이제 인스턴스 안의 현재 위치로 이동을 시도합니다.
GMCommands.Instance.CurrentMoveFailed:       그것도 실패했습니다. 이 인스턴스에 입구를 추가하거나, 월드에서 대응되는 인스턴스 위치로 이동하세요.
GMCommands.Instance.Welcome:                 인스턴스 ID {0}, 스킨 {1}에 입장했습니다. 지역 안에는 존 {2}개와 오브젝트 {3}개가 있습니다!
GMCommands.Instance.ExitInstructions:        갇히면 '/instance exit'로 나가세요.
GMCommands.Instance.NeedToBeInInstance:      이 명령어를 사용하려면 인스턴스 안에 있어야 합니다.
GMCommands.Jump.HouseNotOwned:               이 집 번호는 아무도 소유하고 있지 않습니다!
GMCommands.Jump.ExpansionNeeded:             이 위치로 이동하는 데 필요한 확장팩이 없습니다.
GMCommands.Jump.TargetInDungeon:             플레이어가 현재 던전에 있어 위로 이동시키는 것은 안전하지 않습니다.
