# Languages
System.LanguagesName.EN:				English
NamedMobs.Cuuldurach.RestlessRoar:          {0} bellows from the skies, 'Let all who intrude into my domain pay heed. I will seek you out and cast you into the arms of Death if you remain here!'
NamedMobs.Cuuldurach.WingFlap:              {0} begins flapping his wings violently. You struggle to hold your footing on the ground!
NamedMobs.Cuuldurach.PreparesMassiveAttack: {0} stares at {1} and prepares a massive attack.
NamedMobs.Cuuldurach.GlareTaunt1:           {0} shouts, 'I will crush your bones {1}!'
NamedMobs.Cuuldurach.GlareTaunt2:           {0} shouts, 'Your end is near little {1}. I will taste your flesh.'
NamedMobs.Cuuldurach.GlareTaunt3:           {0} shouts, '{1} like you should not enter my domain. Your body corpse will rest at my lair.'
NamedMobs.Cuuldurach.GlareTaunt4:           {0} shouts, 'Tasty poor {1}. I will drain your last life essence from your body.'
NamedMobs.Cuuldurach.RoarsHorrifyingly:     {0} roars horrifyingly!
NamedMobs.Cuuldurach.Breath1:               You feel a rush of air flow past you as {0} inhales deeply!
NamedMobs.Cuuldurach.Breath2:               {0} takes another powerful breath as he prepares to unleash a raging inferno upon you!
NamedMobs.Cuuldurach.Breath3:               {0} bellows in rage and glares at all of the creatures attacking him.
NamedMobs.Cuuldurach.Breath4:               {0} noticeably winces from his wounds as he attempts to prepare for yet another life-threatening attack!
NamedMobs.ThaneDyggve.MjollnirDrain:        You feel your energy draining and {0} summons powerful lightning hammers!
NamedMobs.ThaneDyggve.MjollnirRage:         {0} takes another energy drain as he prepares to unleash a raging Mjollnir upon you!
NamedMobs.Aros.BigBomb:                     {0} withdraws all souls around him in order to cast a powerful spell.
NamedMobs.Aros.SummonSpirit:                {0} uses his power to summon a protective spirit!
NamedMobs.MistressOfRunes.Death:            {0} has been killed and loses her power.
NamedMobs.MistressOfRunes.SpearTarget:      {0} casts a magical flaming spear on {1}!
NamedMobs.MistressOfRunes.SpearFromAbove:   {0} drops a flaming spear from above!
NamedMobs.MistressOfRunes.SpearMight:       {0} uses all her might to create a flaming spear.
NamedMobs.MistressOfRunes.DangerousSpell:   {0} casts a dangerous spell!
NamedMobs.MistressOfRunes.Nearsight:        {0} can no longer see properly and everyone in the vicinity!
NamedMobs.JarlOrmarr.HitTaunt:              Haha! You call that a hit? I'll show you a hit!
NamedMobs.JarlOrmarr.WarriorTaunt:          I am a warrior, you can't kill me!
NamedMobs.SummonerLossren.ImmuneToDamage:   {0} is immune to any damage!
NamedMobs.SummonerLossren.GhoulCrawls:      {0} crawls toward {1}!
NamedMobs.GrandSummonerGovannon.ImmuneToDamage: {0} is immune to any damage!
NamedMobs.GrandSummonerGovannon.GathersStrength: {0} gathers more strength.
NamedMobs.Myrddraxis.DeathAnnounce1:        The earth lurches beneath your feet as {0} staggers and topples to the ground.
NamedMobs.Myrddraxis.DeathAnnounce2:        A glowing light begins to form on the mound that served as {0}'s lair.
NamedMobs.Myrddraxis.NewsSlain:             {0} has been slain by a force of {1} warriors!
NamedMobs.Myrddraxis.FlameBreathTarget:     {0} taking a big flame breath at {1}.
NamedMobs.Myrddraxis.StunningBreath:        {0} prepares stunning breath.
NamedMobs.Myrddraxis.AnnihilationBreath:    {0} taking a massive breath of flames to annihilate enemys.
NamedMobs.Archilus.SpawnAnnounce:           {0} starts to shake violently and spawns some {1}!
NamedMobs.MoranTheMighty.GustToss:          {0} picks up {1} on a gust of wind and tosses {2} away!
NamedMobs.BeranSupplyMaster.YellsForHelp:   {0} yells for help.
NamedMobs.BeranSupplyMaster.IgnitesBarrel:  {0} ignites a barrel.
NamedMobs.Silencer.TemporaryImmunity:       {0} becomes almost immune to any damage for a short time!
NamedMobs.Silencer.ResistsFade:             {0}'s resists fade away!
NamedMobs.LordSanguis.ReturnsAsLich:        {0} comes back to life as Lich Lord Sanguis!
NamedMobs.LordSanguis.LastAgony:            {0} becomes almost untouchable in his last act of agony!
NamedMobs.CailleachUragaig.CantAttackFromDistance: {0} can't be attacked from this distance!
NamedMobs.CailleachUragaig.TorchOfLightPlea: {0} says, "Father! Lend me your Torch of Light so we may be delivered from these aggressors!"
Mobs.Ick.StealsLifeEnergy:                  {0} grows in size as he steals {1}'s life energy!
Mobs.Ick.LifeEnergyFades:                   {0}'s stolen life energy fades and he returns to normal.
NamedMobs.Conservator.GathersWaterEnergy:   {0} gathers energy from the water...
NamedMobs.Aroon.SummonsScaths:              {0} summons the Scaths to do his bidding!
NamedMobs.Aroon.ControlledEyes:             {0}'s eyes are glowing, indicating he is being controlled by Aroon.
NamedMobs.Steinvor.NotGoingAnywhere:        {0} says, "{1}, you are not going anywhere."
NamedMobs.ElderCouncil.BirghirDefendRoyalty:{0} says, "Impossible! An ugly {1} there? How could this be? Guthlac, we must defend our Queen and King!"
NamedMobs.ElderCouncil.HomeInvasion:        {0} says, "I didn't think it was possible that our home could fall victim to an invasion! The Ice Lords were right! We should have wiped out all dangerous creatures on this island! And we're going to do that today!"
NamedMobs.ElderCouncil.UnstableSpikeOnTarget:{0} appears on {1}. Its unstable form will soon erupt.
NamedMobs.ElderCouncil.UnstableSpikeNearby: {0} appears nearby. Its unstable form will soon erupt.
NamedMobs.UaimhLairmaster.Threatened:       {0} feels threatened and appears more menacing!
NamedMobs.Vortanos.LivingCannotConquer:     {0} says, "The living can never conquer the eternal darkness of death incarnate!"
NamedMobs.Vortanos.SleepPrisoners:          {0} says, "Sleep, my unwilling prisoners. You are no longer needed here."
NamedMobs.Vortanos.FleshWillBeMine:         {0} says, "Your flesh will be mine, one piece at a time!"
NamedMobs.Oona.ImmuneDistance:              {0} is immune to damage from this distance!
NamedMobs.Oona.SpiritShallHelp:             Perhaps your pathetic gods will grant you another life, {0}. In the meantime, Hibernia shall defeat Midgard, and your spirit shall help!
NamedMobs.Amphiptere.ToothKnocked:          A blow knocks one of {0}'s teeth to the ground.
NamedMobs.OrganicEnergyMechanism.SicklyEssence: {0} looks sickly... powerful magical essence will erupt on {1}!
NamedMobs.Olcasgean.IntrudersEntered:       A voice that seems to come from all around you says: 'Intruders have entered the inner sanctum.'
NamedMobs.Olcasgean.Protect:                A deep booming voice responds: 'P...R...O...T...E...C...T..'
NamedMobs.Olcasgean.TiredDuty:              'I am tired, and yet there is much left for me to take care of this day.'
NamedMobs.Olcasgean.WeShallProtect:         The first voice says: 'We shall protect.'
NamedMobs.Olcasgean.EternalThreat:          A deep booming voice echoes: 'I am eternal. You and your kind will die.'
NamedMobs.Olcasgean.ThrowsYouAway:          {0} throws you away...
NamedMobs.Olcasgean.UnderWaterfallEffect:   {0} is under the waterfall effect!
NamedMobs.Olcasgean.ImmuneToDamage:         {0} is immune to your damage!
NamedMobs.Olcasgean.ImmuneToAnyDamage:      {0} is immune to any damage!
NamedMobs.OlcasarGeomancer.TearsChunk:      Olcasar tears off a chunk of himself and tosses it to the ground.
NamedMobs.OlcasarGeomancer.MinionRevives:   As Olcasar's minion falls to the ground, he begins to mutter strange words and his slain minion rises back from the dead.
NamedMobs.Hurionthex.CastsSpell:            Hurionthex casts a spell!
NamedMobs.Hurionthex.ReturnsNaturalForm:    Hurionthex returns to his natural form.
NamedMobs.Hurionthex.MagicalEnergyRing:     A ring of magical energy emanates from Hurionthex.
NamedMobs.Aroon.ImmuneToThisDamage:         {0} is immune to this damage!
Mobs.BPMob.RR7NoReward:                     You are realm rank 7 or higher and cannot receive this reward.
Mobs.BPMob.FarmzoneCrowded:                 The farm zone is too crowded right now. Players online: {0}.
Mobs.BPMob.Jackpot:                         Jackpot!
Mobs.BPMob.MultiplierBonus:                 Multiplier bonus: x{0}
Mobs.BPMob.BountyPointsReward:              You receive {0} bounty points.
Mobs.BPPortMob.ItemAppeared:                An item has appeared in your inventory.
Mobs.BotonidSeedling.LureDisappears:        {0}, the lure disappears.
Mobs.PilusFury.SmokeSeeps:                  Smoke seeps from the ground around you.
Mobs.Ruckus.PrepareStun:                    Ruckus prepares a stunning attack!
AtlasROGManager.RelicBonusBountyPoints:     You gained an additional {0} BPs due to your realm's relic ownership!
AtlasROGManager.InventoryFullPlacedOnGround: Your inventory is full, your {0}s have been placed on the ground.
ScoutMobBrainState.AlertedByPresence:       {0} is alerted by your presence.
ServerRules.XPLog.BaseDivided:              Base XP divided among {0} members
ServerRules.XPLog.BaseLevelMatched:         Base XP set to match the one of a level {0} NPC
ServerRules.XPLog.BaseStats:                Base XP: {0} | Solo Cap: {1} | %Cap: {2:0.##}%
ServerRules.XPLog.Needed:                   XP needed: {0} | {1:0.##}% done with current level
ServerRules.XPLog.KillsNeeded:              # of kills needed to level at this rate: {0:0.##}
ServerRules.XPLog.DamageInflicted:          Damage inflicted: {0:0.##}%
ServerRules.XPLog.CampBonus:                Camp: {0} | {1:0.##}% bonus
ServerRules.XPLog.GroupBonus:               Group: {0} | {1:0.##}% bonus
ServerRules.XPLog.GuildBonus:               Guild: {0} | {1:0.##}% bonus
ServerRules.XPLog.BafBonus:                 BaF: {0} | {1:0.##}% bonus
ServerRules.XPLog.OutpostBonus:             Outpost: {0} | {1:0.##}% bonus
Quests.AbstractQuest.GiveItem:              You give the {0} to {1}.
Quests.AbstractQuest.GivePossessiveItem:    You give the {0}'s to {1}.
Quests.AbstractQuest.CannotRemoveMissingItem: You cannot remove the {0} because you don't have it.
Quests.DataQuest.InventoryFullFinish:       Your inventory does not have enough space to finish this quest!
Quests.DataQuest.NeedUnstackFirst:          You need to unstack these first.
Quests.DataQuest.SearchNothing:             You fail to find anything!
Scripts.System.XMob.CacheLoaded:            Your cache has {0} mobs loaded!
Scripts.System.XMob.NoMobsInRadius:         No mobs found in this radius!
